0,11006321,0x9c95a35009e3dd7d3990adf426ab0b0f391bca5e8a934486b910654bfb89dd7f,0x414a0A46C49B1cb326426Db8af667d6eCA5caD24
1,11021188,0x01803474bd303fac52375b67d404c8dfe7b8235fb2794540593177e4a1d74705,0x414a0A46C49B1cb326426Db8af667d6eCA5caD24
2,11035569,0x35caca4ff8f727b840f7b692f94c485c46e103e22681cc8f95b8bd25e9e2b091,0x414a0A46C49B1cb326426Db8af667d6eCA5caD24
3,11040266,0x7d1625e6338a98025d6d2d823109f303323827e8e7784302dbd1959965189e89,0x414a0A46C49B1cb326426Db8af667d6eCA5caD24
4,11043989,0xea67ca91bca4e0da97db5d7fdcd04d6fd337027bec61895e9947773a0179e0bb,0x414a0A46C49B1cb326426Db8af667d6eCA5caD24
5,11044162,0x00b2c1b720144368c9d116058d9af7142ac906848cbcfbbc33f236371e6ac844,0x414a0A46C49B1cb326426Db8af667d6eCA5caD24
6,11050314,0x90a0aab3146c1c3baa0116c9f646309de8a67532bc0b3c0b1557c63cf68fed8e,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
7,11050319,0x7bc745e4070d6b89b2e8607b652780aca1af647a13219028a3ac1f94f7923eb4,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
8,11050320,0x263174241e7141360d03cdba0b2456a453fec023244f165932b5d514fe83a63c,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
9,11050320,0x2ef19754ee22329e6e2e78565fe3833e619c67d6483466304b4032affebd6463,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
10,11050321,0xa87c0ae81c47b64bf69439946f7a456e0ec51e9a93e1c6cf28c4b2006eeb178b,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
11,11050321,0x7a20c3443736d26957fc657bb54b14a5ef3c02523f576ccf8aa6bee87e592c34,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
12,11050326,0xeed43508d2678f449a2ae103aae161eca4f28e3181429814679e33bd18d312f6,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
13,11050670,0x4b84bc48447cf9cd459b7b618d938db96bef3bcc685b63f3f1ffa0b3bf7a6a9e,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
14,11050672,0x27f6e0def7804d78c37586b9f3335846e0883454dbd4d1c82eaeeed739c8869f,0x414a0A46C49B1cb326426Db8af667d6eCA5caD24
15,11050683,0xae6c2fe834453885499896d01440c2e24134c0bae3948432058fc80761acff11,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
16,11050746,0x7b85f629a1c4afbb6c9516e146e19f2aa2c97e4a4089890ad4fe61b998e8f606,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
17,11050752,0x3fd3172def7801bc580f328ec112df8a94ffa518530d07597d895f3fccc1dfe5,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
18,11050752,0xa10a35baf3945ce9fb8ec83f1eb42b3c5668e2a79c03303b44342c163e1adced,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
19,11050755,0x11c7f4dc9cd94bbf71988df57975634c1dd718495616a0016a05711f542bdbba,0xA8965bF4F2Fc1714359D99739F50baeBE46B50CB
20,11052203,0x7565570fb9ccf78a9a8f266ec9e7c9319db6804ba2922f2f55cf0e7d47864778,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
21,11052219,0xffbce229e73c6b52c371c4d37dfbe87a53bf96ed4bfbb63fc61b7626f82f922a,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
22,11052219,0x91e3522967b79802851d4950aea03aa5167aba5c060b2878b56d86b66750013b,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
23,11052219,0xedb4d082ccb6fae17c1c9882bcfa5c99bc1703a2d79bfb84454cf778be9906c5,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
24,11052220,0xe76997f20a86f3d736e63dfd67e3f31f73adb3837ec7169ede582cc11632d395,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
25,11052234,0x7fa9d02772fd8287051ebe317565b2eff370ba6d5b27b70e6ac43bbb262b9a9d,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
26,11052234,0x30700b21107f99a985ce2c2830227b567cb91a4665bd9e7f7ee288f84e07af23,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
27,11052236,0x571dffa395a9dd73964cb70ef1ff62434f022b94153434926487e13f68042752,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
28,11052236,0x3c21f7ca09a2e28d64bb752f86952bbefdd3ff114084cc0c605af3eda934d144,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
29,11052236,0xfd671bfed713145d4dd06019efa749798506f76ed257418ab5fde93bdb066547,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
30,11052236,0x0f8e086a78ee99ad16b94a0d37f1b00c4b1fe63ac6bcb728d030ad56574f312a,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
31,11052246,0xe91094ddd59811346a4fe87a9afe44fc232f00fad3ff6e60875913832c632a8b,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
32,11052250,0x148a513829a28d88ea0d20d8bb100e16cd43d98c2e1e1e96dad13fe8826338b8,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
33,11052256,0x04c068b36af7aab85de66f2d48adf6193e02aa5e3ab903ef672c9a6e071726d5,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
34,11052266,0xecd840181be69a7bca5addfc45dbfc4c4376712f5ff9047703fe14968af8fa13,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
35,11052273,0x12e1d2f4cf07f1171e212b02786fc6e2db1bd90b4693ec9a4cce26f4ac0a0447,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
36,11052280,0x3e6ff1107e2e63d8086e2abd987fe51b45d8cb9fb7cf43a7f86d617b0a01f972,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
37,11052280,0x2d5dd86a197e6e8df12cd64ba14b1f52412dcbb815c49c4721ab43b84dcbf996,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
38,11052288,0x49eeba8b2de1eb1d06293195790c3b42f562d69e44fac6376b189d5a46729884,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
39,11052351,0xe0c4afc8f13274fa29593279daef9fe1928854d88ffbcb398e441cb273c7c22d,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
40,11052360,0x2f57d8f74f6252334d6cf25d9138a66cb7612c56ca2b26b93d93bb366837e041,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
41,11052360,0xc5c6fd9fe1bdc6cabed0e1c4feb535bfa7f43c4ad62358c35d901755bfbcf75a,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
42,11052386,0x86951265a390ea80bd8b6ff4ff02f33274739fc5adc3f7de66cc618fc1cbb271,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
43,11052386,0x6b79b800e766b0bcd6b776bf1009096f3cb173841001bb0493ab7ded3d4f8523,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
44,11052386,0x42dc216e328ce41be8edcd976c3a7f08aa9dcaab51fd3525e8b800e1c51bef84,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
45,11052386,0x5f5eb633d4aee35b7e84a951bc70d5f0e931f9613a8ebea289d8a499bf8065d0,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
46,11052396,0x521cc52011a8eeb850cb97044ef1826f8f91c7bc967df09d71b82fe0d87fad41,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
47,11052396,0x6b541c12b3a30e537660f8bcfed5063c1d5c5432be76d271c984eacb7f346d88,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
48,11052418,0xb8635fef9101e8d6624a9a96119ffb7fc1317421f48328fe55b54264d69dfbd0,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
49,11052418,0xb58b7f407df0dbb70fa9b76a7a9ff540adee68c1166cfd0977f261bc222ddcb7,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
50,11052418,0x8046cc138ee86ad12eb4472b36e2d0cdef66ce4a9b73cbd3bd999e7cb8a4015b,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
51,11052418,0xef27007c281cb31f75edc4b365d2db5a00d37dcc073bbd72fe0a26ca96757b5f,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
52,11052418,0xd4064049a455b0fda886552638776b61d5b60cabc65c95255a486e04dfd61972,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
53,11052418,0x6cf32cd7209edb730fae07f08f8847e9001a1a1526b4de433578faf1f243e9b8,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
54,11052422,0xebd63e28888e6f54718b3765591e3b4d4afbfe22d6ff713bbb174792cd943910,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
55,11052424,0xee110bfaeb3133c1cce4bc991fd79d6e2a274f0053eac547b1ca3b494df1b079,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
56,11052436,0x5d1c81a085df92fab12d0423c0d18d8da1dca8cfea0907eb423d9b5c81bfddf0,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
57,11052436,0xc55d41b7a4ff6208fb7b1234af4a710219bb7e9db05c46df503a5feac2181b81,0xD91d47cecE9EA3AEC67132d2B2A627495528fd6a
